##! [ RR header version 0.1a ]
##! created: 24/09/2014 14:18:48
##! location: /mnt/mnemo2/damian/PaxDB/groups/paxdb_website_groups_consistent/7147.diptera.orthgroups.consistent.txt
##! interpreter: python
##! script: /mnt/mnemo2/damian/PaxDB/sources/consistent/decompress.py
##! args: 
##! machine: imlslnx-atlas
##! rundir: /mnt/mnemo2/damian/PaxDB/sources/consistent
##! script timestamp: 24/09/2014 13:58:51
##! script MD5: 3f108046336d187b95c2e42c296efb1d
##! input file: /mnt/mnemo2/damian/PaxDB/groups/og_ogid_mapping_og3/7147.paxdb.og_ogid.og3.txt timestamp: 24/09/2014 12:07:55
##! input file: /mnt/mnemo2/damian/PaxDB/groups/paxdb_mapped_consistent/7147.paxdb.orthgroups.og3.txt timestamp: 24/09/2014 13:16:49
##! input file: /mnt/mnemo2/damian/eggNOGv4/eggNOGv4_computations/eggnog4/NOG_COG/protein.shorthands.txt timestamp: 21/11/2013 17:24:45
##!
NOG04000:	7165.AGAP010314-PA 7227.FBpp0070181
NOG08531:	7227.FBpp0076822 7165.AGAP007335-PA
NOG08532:	7165.AGAP002232-PA 7227.FBpp0078495
NOG08533:	7165.AGAP005902-PA 7227.FBpp0078049
NOG08534:	7165.AGAP002587-PA 7227.FBpp0304667
NOG08535:	7227.FBpp0080790 7165.AGAP008881-PA
NOG08536:	7227.FBpp0074636 7165.AGAP006396-PA 7165.AGAP006395-PA
NOG08537:	7227.FBpp0078876 7165.AGAP008742-PA
NOG08538:	7165.AGAP012372-PA 7227.FBpp0303798
NOG08539:	7227.FBpp0071973 7165.AGAP010273-PA
NOG08540:	7227.FBpp0071187 7165.AGAP001344-PA
NOG08541:	7165.AGAP012460-PA 7227.FBpp0086875
NOG08542:	7165.AGAP004402-PA 7227.FBpp0290993
NOG08543:	7165.AGAP002901-PA 7227.FBpp0081434
NOG08544:	7165.AGAP010255-PA 7227.FBpp0088037
NOG08545:	7227.FBpp0081780 7165.AGAP003462-PA
NOG08546:	7165.AGAP002412-PA 7227.FBpp0083665
NOG08547:	7227.FBpp0079501 7165.AGAP010720-PA
NOG08548:	7227.FBpp0288891 7165.AGAP010349-PA
NOG08550:	7165.AGAP012004-PA 7227.FBpp0087775
NOG08551:	7165.AGAP000567-PB 7227.FBpp0303736
NOG08552:	7165.AGAP010750-PA 7227.FBpp0293114
NOG08553:	7227.FBpp0084342 7165.AGAP003966-PA
NOG08554:	7165.AGAP012801-PA 7227.FBpp0081507 7165.AGAP003516-PA
NOG08555:	7165.AGAP010677-PA 7227.FBpp0085773
NOG08556:	7165.AGAP008872-PA 7227.FBpp0077218
NOG08557:	7165.AGAP002678-PA 7227.FBpp0291380
NOG08558:	7165.AGAP010734-PA 7227.FBpp0088343
NOG08559:	7165.AGAP000029-PA 7227.FBpp0291862
NOG08560:	7227.FBpp0086935 7165.AGAP006083-PA
NOG08561:	7165.AGAP000589-PA 7227.FBpp0298281
NOG08562:	7165.AGAP007001-PA 7227.FBpp0303184
NOG08563:	7165.AGAP007626-PA 7227.FBpp0081650
NOG08564:	7227.FBpp0078371 7165.AGAP007996-PC
NOG08565:	7165.AGAP013226-PA 7227.FBpp0303225
NOG08566:	7227.FBpp0291292 7165.AGAP004430-PA
NOG08567:	7227.FBpp0078935 7165.AGAP009960-PA
NOG08568:	7227.FBpp0296983 7165.AGAP003625-PA
NOG08569:	7165.AGAP006812-PA 7227.FBpp0073043
NOG08570:	7165.AGAP005381-PA 7227.FBpp0073091
NOG08571:	7165.AGAP007920-PA 7227.FBpp0080655 7227.FBpp0300797
NOG08572:	7165.AGAP008345-PA 7227.FBpp0079462
NOG08573:	7165.AGAP002707-PA 7165.AGAP002708-PA 7227.FBpp0073986
NOG08574:	7227.FBpp0078415 7165.AGAP001898-PA
NOG08575:	7165.AGAP000554-PA 7227.FBpp0088585
NOG08576:	7227.FBpp0305685 7165.AGAP007340-PB
NOG08577:	7165.AGAP011491-PA 7227.FBpp0079550
NOG08578:	7227.FBpp0078446 7165.AGAP002932-PA
NOG08579:	7227.FBpp0075214 7165.AGAP006670-PA
NOG08580:	7165.AGAP003318-PB 7227.FBpp0099901
NOG08581:	7165.AGAP001944-PA 7227.FBpp0303082
NOG08582:	7165.AGAP004295-PA 7227.FBpp0084793
NOG08583:	7227.FBpp0076243 7165.AGAP003266-PA
NOG08584:	7165.AGAP007517-PA 7227.FBpp0289804 7165.AGAP000336-PA
NOG08585:	7227.FBpp0292439 7165.AGAP000385-PA 7227.FBpp0071081
NOG08586:	7227.FBpp0084026 7165.AGAP011166-PA 7227.FBpp0082067
NOG08587:	7165.AGAP001341-PA 7227.FBpp0111875
NOG08588:	7165.AGAP012056-PA 7227.FBpp0072097
NOG08589:	7165.AGAP000708-PA 7227.FBpp0301190
NOG08590:	7227.FBpp0087705 7165.AGAP008195-PA
NOG08591:	7227.FBpp0078314 7165.AGAP004140-PA
NOG08592:	7165.AGAP003085-PA 7227.FBpp0078400
NOG08593:	7227.FBpp0077763 7165.AGAP007968-PA
NOG08594:	7227.FBpp0082353 7165.AGAP003648-PA
NOG08595:	7227.FBpp0073600 7165.AGAP000901-PA
NOG08596:	7165.AGAP000983-PA 7227.FBpp0070259
NOG08597:	7165.AGAP000492-PA 7227.FBpp0079115
NOG08598:	7165.AGAP004889-PA 7227.FBpp0076124
NOG08599:	7227.FBpp0071550 7227.FBpp0071551 7165.AGAP007374-PA
NOG08600:	7165.AGAP003417-PA 7227.FBpp0082246
NOG08601:	7227.FBpp0083690 7165.AGAP002065-PA
NOG08602:	7227.FBpp0305507 7165.AGAP000236-PB
NOG08603:	7227.FBpp0070798 7165.AGAP000621-PA
NOG08604:	7165.AGAP010353-PA 7227.FBpp0078337
NOG08605:	7165.AGAP006590-PA 7227.FBpp0303156
NOG08606:	7165.AGAP008342-PA 7227.FBpp0292911
NOG08607:	7227.FBpp0294006 7165.AGAP008611-PA
NOG08608:	7227.FBpp0081597 7165.AGAP001678-PA
NOG08609:	7227.FBpp0083695 7165.AGAP003503-PA
NOG08610:	7165.AGAP007619-PA 7227.FBpp0085374
NOG08611:	7165.AGAP003513-PA 7227.FBpp0296946
NOG08612:	7227.FBpp0087366 7165.AGAP009996-PA
NOG08613:	7165.AGAP010242-PA 7227.FBpp0077587
NOG08614:	7165.AGAP009971-PA 7227.FBpp0099977
NOG08615:	7165.AGAP009276-PA 7227.FBpp0289561
NOG08616:	7165.AGAP006022-PA 7227.FBpp0301991
NOG08617:	7165.AGAP003635-PA 7227.FBpp0070171
NOG08618:	7165.AGAP009133-PA 7227.FBpp0076773
NOG08619:	7227.FBpp0078349 7165.AGAP002401-PA
NOG08620:	7227.FBpp0110413 7165.AGAP012026-PA
NOG08621:	7165.AGAP010261-PB 7227.FBpp0110219
NOG08622:	7165.AGAP009563-PA 7227.FBpp0078854
NOG08623:	7227.FBpp0077720 7165.AGAP008327-PA
NOG08624:	7227.FBpp0300615 7165.AGAP003532-PA
NOG08625:	7227.FBpp0086476 7165.AGAP011722-PA
NOG08626:	7165.AGAP007112-PA 7227.FBpp0079445
NOG08627:	7227.FBpp0302636 7165.AGAP011180-PA
NOG08628:	7227.FBpp0073940 7165.AGAP004696-PA
NOG08629:	7165.AGAP010192-PA 7227.FBpp0077762
NOG08631:	7227.FBpp0077495 7165.AGAP009074-PA
NOG08632:	7227.FBpp0305600 7165.AGAP002956-PA
NOG08633:	7165.AGAP003133-PA 7227.FBpp0289746 7165.AGAP000787-PA
NOG08634:	7165.AGAP008249-PA 7227.FBpp0087095
NOG08635:	7227.FBpp0301042 7165.AGAP004726-PA
NOG08636:	7227.FBpp0071213 7165.AGAP000562-PC
NOG08637:	7165.AGAP001935-PA 7227.FBpp0304853
NOG08638:	7227.FBpp0083900 7165.AGAP002279-PA
NOG08639:	7165.AGAP002966-PA 7227.FBpp0084549
NOG08640:	7227.FBpp0086507 7165.AGAP006890-PA
NOG08641:	7227.FBpp0081197 7165.AGAP003015-PA
NOG08642:	7165.AGAP004109-PA 7227.FBpp0082118
NOG08643:	7227.FBpp0070966 7165.AGAP001488-PA
NOG08644:	7165.AGAP008604-PC 7227.FBpp0075386
NOG08645:	7165.AGAP001200-PA 7227.FBpp0071526
NOG08646:	7227.FBpp0080047 7165.AGAP004792-PB
NOG08647:	7165.AGAP002839-PA 7227.FBpp0070949
NOG08648:	7165.AGAP002378-PA 7227.FBpp0082816
NOG08649:	7227.FBpp0078370 7165.AGAP013478-PB
NOG08650:	7227.FBpp0089009 7165.AGAP003833-PA
NOG08651:	7165.AGAP000007-PA 7227.FBpp0078557
NOG08652:	7227.FBpp0074283 7165.AGAP003226-PA
NOG08653:	7227.FBpp0074375 7165.AGAP010966-PA 7165.AGAP007480-PA
NOG08654:	7165.AGAP007977-PA 7227.FBpp0080670
NOG08655:	7165.AGAP000678-PA 7227.FBpp0077060
NOG08656:	7227.FBpp0070842 7165.AGAP000927-PA
NOG08657:	7227.FBpp0081214 7165.AGAP010051-PA
NOG08658:	7165.AGAP007660-PA 7227.FBpp0072106
NOG08659:	7165.AGAP003984-PA 7227.FBpp0084241
NOG08660:	7227.FBpp0111897 7165.AGAP000123-PA
NOG08661:	7165.AGAP006115-PA 7227.FBpp0076048
NOG08662:	7165.AGAP012385-PA 7227.FBpp0075360
NOG08663:	7165.AGAP011163-PA 7227.FBpp0082689
NOG08664:	7227.FBpp0085236 7165.AGAP011360-PA
NOG08665:	7165.AGAP009002-PE 7227.FBpp0291630
NOG08666:	7227.FBpp0084103 7165.AGAP002478-PA
NOG08667:	7165.AGAP002387-PA 7227.FBpp0084975
NOG08668:	7165.AGAP007130-PA 7227.FBpp0297515
NOG08669:	7227.FBpp0303451 7165.AGAP004850-PA
NOG08670:	7227.FBpp0076833 7165.AGAP004882-PA
NOG08671:	7227.FBpp0297760 7165.AGAP011874-PA
NOG08672:	7165.AGAP003498-PA 7227.FBpp0290713
NOG08673:	7165.AGAP010290-PA 7227.FBpp0074394
NOG08674:	7227.FBpp0297165 7165.AGAP011745-PA
NOG08675:	7165.AGAP011218-PA 7227.FBpp0079633
NOG08676:	7165.AGAP008473-PA 7227.FBpp0288498
NOG08677:	7227.FBpp0086540 7165.AGAP000961-PA
NOG08678:	7165.AGAP008193-PA 7227.FBpp0087439
NOG08679:	7227.FBpp0082525 7165.AGAP008424-PA
NOG08680:	7165.AGAP008833-PA 7227.FBpp0110582
NOG08681:	7227.FBpp0075707 7165.AGAP007358-PB
NOG08682:	7165.AGAP009304-PA 7227.FBpp0079209
NOG08683:	7227.FBpp0087063 7165.AGAP006031-PA
NOG08684:	7227.FBpp0072004 7165.AGAP007168-PA
NOG08685:	7165.AGAP010559-PA 7227.FBpp0078205
NOG08686:	7227.FBpp0071476 7165.AGAP011892-PA
NOG08687:	7165.AGAP003063-PA 7227.FBpp0083959
NOG08688:	7227.FBpp0078694 7165.AGAP008405-PA
NOG08689:	7165.AGAP005038-PA 7227.FBpp0070262
NOG08690:	7227.FBpp0089042 7165.AGAP010485-PA
NOG08691:	7165.AGAP005311-PA 7227.FBpp0071485
NOG08692:	7227.FBpp0083982 7227.FBpp0083983 7165.AGAP004309-PA
NOG08693:	7227.FBpp0072428 7165.AGAP006778-PA
NOG08694:	7227.FBpp0081114 7165.AGAP002557-PA
NOG08695:	7227.FBpp0087500 7165.AGAP007643-PA
NOG08696:	7227.FBpp0077806 7165.AGAP012003-PA
NOG08697:	7165.AGAP010321-PA 7227.FBpp0080121
NOG08698:	7165.AGAP002996-PA 7227.FBpp0083264
NOG08699:	7165.AGAP006228-PA 7227.FBpp0302569 7227.FBpp0298275 7227.FBpp0071746 7165.AGAP006227-PA 7227.FBpp0291551 7227.FBpp0081077 7227.FBpp0081068
NOG08700:	7165.AGAP011322-PC 7227.FBpp0088211
NOG08701:	7165.AGAP011141-PA 7227.FBpp0304278
NOG08702:	7227.FBpp0289412 7165.AGAP003802-PA
NOG08703:	7165.AGAP010575-PA 7227.FBpp0077900
NOG08704:	7227.FBpp0070761 7165.AGAP002166-PA
NOG08705:	7227.FBpp0085408 7165.AGAP012507-PA 7165.AGAP004384-PA
NOG08706:	7165.AGAP004620-PA 7227.FBpp0083770
NOG08707:	7165.AGAP013063-PA 7227.FBpp0112301 7227.FBpp0290244
NOG08708:	7227.FBpp0081538 7165.AGAP001684-PA
NOG08709:	7165.AGAP012343-PA 7227.FBpp0293373
NOG08710:	7227.FBpp0082285 7165.AGAP003402-PA
NOG08711:	7165.AGAP001111-PA 7227.FBpp0070809
NOG08712:	7227.FBpp0080918 7165.AGAP008472-PA
NOG08713:	7165.AGAP000627-PA 7227.FBpp0073513
NOG08714:	7227.FBpp0111673 7165.AGAP005929-PA
NOG08715:	7165.AGAP011474-PA 7227.FBpp0072169
NOG08716:	7165.AGAP003940-PA 7227.FBpp0081715
NOG08717:	7165.AGAP006208-PA 7227.FBpp0076564 7227.FBpp0076565 7165.AGAP006209-PA 7227.FBpp0271927 7165.AGAP006207-PA 7227.FBpp0076578
NOG08718:	7227.FBpp0113033 7165.AGAP010987-PA 7165.AGAP012647-PA
NOG08719:	7227.FBpp0304247 7165.AGAP005546-PA
NOG08720:	7227.FBpp0078365 7165.AGAP008873-PA
NOG08721:	7165.AGAP000339-PA 7227.FBpp0303688
NOG08722:	7165.AGAP010794-PA 7227.FBpp0077878
NOG08723:	7165.AGAP000940-PA 7227.FBpp0070783
NOG08724:	7227.FBpp0080200 7165.AGAP008419-PA
NOG08725:	7227.FBpp0111549 7165.AGAP008775-PA
NOG08726:	7227.FBpp0291476 7165.AGAP002115-PA
NOG08727:	7227.FBpp0080642 7165.AGAP004612-PA
NOG08728:	7227.FBpp0298338 7165.AGAP009813-PA
NOG08729:	7165.AGAP008241-PB 7227.FBpp0099820
NOG08730:	7165.AGAP004467-PA 7227.FBpp0070425
NOG08731:	7165.AGAP003005-PB 7165.AGAP013439-PA 7227.FBpp0070326
NOG08732:	7227.FBpp0087481 7165.AGAP007570-PA
NOG08733:	7165.AGAP000719-PA 7227.FBpp0073847
NOG08734:	7227.FBpp0298273 7165.AGAP000433-PA
NOG08735:	7227.FBpp0086578 7165.AGAP004029-PA
NOG08736:	7165.AGAP003700-PA 7227.FBpp0084120
NOG08737:	7165.AGAP004159-PB 7227.FBpp0290922
NOG08738:	7227.FBpp0302587 7165.AGAP002493-PA
NOG08739:	7227.FBpp0079885 7165.AGAP001533-PA
NOG08740:	7227.FBpp0300207 7165.AGAP007796-PA
NOG08741:	7227.FBpp0074325 7165.AGAP000239-PA
NOG08742:	7227.FBpp0079628 7165.AGAP008875-PA
NOG08743:	7165.AGAP000616-PA 7227.FBpp0083843
NOG08744:	7165.AGAP000819-PA 7227.FBpp0085071
NOG08745:	7165.AGAP006898-PA 7227.FBpp0072985
NOG08746:	7227.FBpp0085546 7165.AGAP007387-PA
NOG08747:	7165.AGAP009775-PA 7227.FBpp0080582
NOG08748:	7227.FBpp0087139 7165.AGAP010881-PA
NOG08749:	7227.FBpp0099916 7165.AGAP003253-PA 7227.FBpp0073057
NOG08750:	7227.FBpp0075952 7165.AGAP001307-PA
NOG08751:	7165.AGAP009201-PA 7227.FBpp0305720
NOG08752:	7227.FBpp0080788 7165.AGAP007763-PA
NOG08753:	7165.AGAP002883-PA 7227.FBpp0083682
NOG08754:	7227.FBpp0070472 7165.AGAP001029-PA
NOG08755:	7227.FBpp0074426 7165.AGAP010877-PA
NOG08756:	7227.FBpp0076371 7165.AGAP005176-PA
NOG08757:	7227.FBpp0083319 7165.AGAP001939-PA
NOG08758:	7165.AGAP009727-PA 7227.FBpp0083230
NOG08759:	7227.FBpp0292905 7165.AGAP009949-PA
NOG08760:	7227.FBpp0110147 7165.AGAP000596-PA 7165.AGAP000595-PA
NOG08761:	7227.FBpp0304205 7165.AGAP007300-PA
NOG08762:	7227.FBpp0071851 7165.AGAP008095-PA
NOG08763:	7165.AGAP006448-PD 7227.FBpp0291777
NOG08764:	7227.FBpp0291978 7165.AGAP004258-PB
NOG08765:	7227.FBpp0080441 7165.AGAP008118-PA
NOG08766:	7227.FBpp0304007 7165.AGAP009703-PA
NOG08767:	7165.AGAP007348-PA 7227.FBpp0078892
NOG08768:	7227.FBpp0086649 7165.AGAP011338-PA
NOG08769:	7227.FBpp0073525 7165.AGAP006951-PA
NOG08770:	7227.FBpp0075730 7165.AGAP007545-PA
NOG08771:	7227.FBpp0079769 7165.AGAP007855-PA
NOG08772:	7227.FBpp0070976 7165.AGAP008871-PA
NOG08773:	7227.FBpp0075628 7165.AGAP011078-PA
NOG08774:	7227.FBpp0304920 7165.AGAP007563-PA
NOG08775:	7227.FBpp0082591 7165.AGAP002121-PA
NOG08776:	7227.FBpp0081788 7165.AGAP002826-PA 7227.FBpp0070178
NOG08777:	7227.FBpp0271926 7165.AGAP010790-PA
NOG08778:	7165.AGAP012288-PA 7227.FBpp0303474
NOG08779:	7165.AGAP002290-PA 7227.FBpp0303402
NOG08780:	7227.FBpp0301600 7165.AGAP004298-PA 7227.FBpp0300667
NOG08781:	7227.FBpp0078746 7165.AGAP010222-PA
NOG08782:	7165.AGAP003853-PA 7227.FBpp0081569
NOG08783:	7227.FBpp0305095 7165.AGAP006958-PA
NOG08784:	7227.FBpp0113078 7165.AGAP005155-PA
NOG08785:	7165.AGAP003439-PA 7227.FBpp0083476
NOG08786:	7165.AGAP007957-PB 7227.FBpp0293955
NOG08787:	7227.FBpp0071771 7165.AGAP005615-PA
NOG08788:	7227.FBpp0075104 7165.AGAP006944-PA
NOG08789:	7165.AGAP011629-PA 7227.FBpp0074906
NOG08790:	7227.FBpp0111515 7165.AGAP009533-PA
NOG08791:	7165.AGAP012078-PA 7227.FBpp0080024 7165.AGAP012082-PA
NOG08792:	7227.FBpp0112109 7165.AGAP003492-PA
NOG08793:	7227.FBpp0072319 7165.AGAP003611-PA
NOG08794:	7165.AGAP002157-PA 7227.FBpp0078941
NOG08795:	7227.FBpp0074393 7165.AGAP028196-PA 7227.FBpp0297938 7165.AGAP010241-PA 7165.AGAP008915-PA
NOG08796:	7165.AGAP012031-PA 7227.FBpp0075559
NOG08797:	7227.FBpp0071587 7165.AGAP011580-PA
NOG08798:	7227.FBpp0073903 7165.AGAP001611-PA
NOG08799:	7165.AGAP009531-PA 7227.FBpp0303023
NOG08800:	7227.FBpp0305155 7227.FBpp0300194 7165.AGAP003198-PA
NOG08801:	7165.AGAP008650-PA 7227.FBpp0292346
NOG08802:	7227.FBpp0078240 7165.AGAP004124-PA
NOG08803:	7227.FBpp0085954 7165.AGAP012362-PA
NOG08804:	7227.FBpp0076891 7165.AGAP000861-PA
NOG08805:	7227.FBpp0290630 7165.AGAP008127-PA
NOG08806:	7165.AGAP008882-PA 7227.FBpp0079305
NOG08807:	7165.AGAP003035-PA 7227.FBpp0290745
NOG08808:	7227.FBpp0080433 7165.AGAP007935-PA
NOG08809:	7165.AGAP010230-PA 7227.FBpp0087292
NOG08810:	7227.FBpp0079522 7165.AGAP009788-PA
NOG08811:	7227.FBpp0303010 7165.AGAP008379-PA
NOG08812:	7227.FBpp0305572 7165.AGAP011780-PA
NOG08813:	7227.FBpp0081741 7165.AGAP002830-PA
NOG08814:	7227.FBpp0111812 7165.AGAP001858-PA
NOG08815:	7165.AGAP009459-PA 7227.FBpp0079641
NOG08816:	7165.AGAP005122-PA 7227.FBpp0088069
NOG08817:	7165.AGAP011768-PA 7227.FBpp0086812
NOG08818:	7165.AGAP003289-PA 7227.FBpp0084503
NOG08819:	7227.FBpp0082356 7165.AGAP002383-PA
NOG08820:	7165.AGAP010003-PA 7227.FBpp0290391
NOG08821:	7227.FBpp0302929 7165.AGAP009066-PA
NOG08822:	7227.FBpp0113119 7165.AGAP011702-PA
NOG08823:	7227.FBpp0072308 7165.AGAP004846-PB
NOG08824:	7227.FBpp0087045 7165.AGAP005221-PA
NOG08825:	7165.AGAP002305-PA 7227.FBpp0084638
NOG08826:	7165.AGAP005962-PA 7227.FBpp0304454
NOG08827:	7165.AGAP007097-PA 7227.FBpp0070457
NOG08828:	7165.AGAP011048-PA 7227.FBpp0305859 7165.AGAP011025-PA 7165.AGAP011046-PA 7227.FBpp0074836 7165.AGAP011047-PA 7227.FBpp0075602
NOG08829:	7227.FBpp0088845 7165.AGAP003221-PA
NOG08830:	7165.AGAP010008-PA 7227.FBpp0304008
NOG08831:	7227.FBpp0303278 7165.AGAP012064-PA
NOG08832:	7227.FBpp0074642 7165.AGAP000076-PA
NOG08833:	7165.AGAP002872-PA 7227.FBpp0304062 7227.FBpp0079693 7227.FBpp0079683
NOG08834:	7227.FBpp0086222 7165.AGAP011446-PA
NOG08835:	7227.FBpp0081216 7165.AGAP002779-PA
NOG08836:	7165.AGAP001697-PA 7227.FBpp0081488
NOG08837:	7227.FBpp0079484 7165.AGAP001805-PA
NOG08838:	7165.AGAP005846-PA 7227.FBpp0086315
NOG08839:	7227.FBpp0081397 7165.AGAP001150-PA
NOG08840:	7227.FBpp0305003 7165.AGAP011539-PA
NOG08841:	7227.FBpp0072214 7165.AGAP007725-PA
NOG08842:	7165.AGAP004510-PA 7227.FBpp0303338
NOG08843:	7165.AGAP000190-PA 7227.FBpp0271894
NOG08844:	7227.FBpp0293947 7165.AGAP001968-PB
NOG08845:	7165.AGAP006169-PA 7227.FBpp0085791
NOG08846:	7227.FBpp0303920 7165.AGAP012122-PA
NOG08847:	7165.AGAP000749-PA 7227.FBpp0083275
NOG08848:	7165.AGAP004474-PA 7227.FBpp0111506
NOG08849:	7165.AGAP002488-PA 7227.FBpp0292003
NOG08850:	7165.AGAP000444-PA 7227.FBpp0086590
NOG08851:	7165.AGAP008705-PA 7227.FBpp0078789
NOG08852:	7227.FBpp0071744 7165.AGAP005033-PA
NOG08853:	7165.AGAP003544-PA 7227.FBpp0081447
NOG08854:	7165.AGAP009463-PA 7227.FBpp0079489
NOG08855:	7227.FBpp0071994 7165.AGAP007166-PA
NOG08856:	7165.AGAP012006-PE 7227.FBpp0074816
NOG08857:	7165.AGAP005290-PA 7227.FBpp0081863
NOG08858:	7227.FBpp0084874 7165.AGAP003650-PA 7165.AGAP012611-PA
NOG08859:	7227.FBpp0076897 7165.AGAP002645-PA
NOG08860:	7165.AGAP012513-PA 7227.FBpp0084585
NOG08861:	7227.FBpp0072346 7165.AGAP006903-PA
NOG08862:	7227.FBpp0288393 7165.AGAP000187-PA
NOG08863:	7165.AGAP001783-PA 7227.FBpp0078469
NOG08864:	7227.FBpp0085205 7165.AGAP000140-PA 7227.FBpp0112397
NOG08865:	7165.AGAP002354-PA 7227.FBpp0073392
NOG08866:	7165.AGAP005583-PA 7227.FBpp0303635
NOG08867:	7227.FBpp0303668 7165.AGAP009975-PA
NOG08868:	7165.AGAP013412-PA 7227.FBpp0084955
NOG08869:	7227.FBpp0077076 7165.AGAP012518-PA
NOG08870:	7227.FBpp0083026 7165.AGAP001909-PA
NOG08871:	7165.AGAP005103-PA 7227.FBpp0074167
NOG08872:	7227.FBpp0077502 7165.AGAP004782-PA
NOG08873:	7227.FBpp0099583 7165.AGAP004739-PA
NOG08874:	7227.FBpp0301014 7165.AGAP005964-PA
NOG08875:	7227.FBpp0074047 7165.AGAP010313-PA
NOG08876:	7165.AGAP009105-PA 7227.FBpp0297239
NOG08877:	7227.FBpp0081523 7165.AGAP002466-PA
NOG08878:	7165.AGAP000673-PA 7227.FBpp0303753
NOG08879:	7165.AGAP003901-PA 7227.FBpp0070909
NOG08880:	7227.FBpp0081958 7165.AGAP010293-PA
NOG08881:	7165.AGAP000261-PA 7227.FBpp0074466
NOG08882:	7227.FBpp0075794 7165.AGAP010477-PA
NOG08883:	7227.FBpp0086224 7165.AGAP007589-PA 7227.FBpp0080468 7227.FBpp0080467 7165.AGAP011564-PA 7227.FBpp0304010 7165.AGAP007588-PA
NOG08884:	7165.AGAP008646-PA 7227.FBpp0111456
NOG08885:	7165.AGAP010012-PA 7227.FBpp0080522
NOG08886:	7165.AGAP010630-PA 7227.FBpp0290876
NOG08887:	7227.FBpp0076373 7165.AGAP005736-PA
NOG08888:	7227.FBpp0070205 7165.AGAP003294-PA
NOG08889:	7165.AGAP010784-PA 7227.FBpp0075877
NOG08890:	7165.AGAP007765-PA 7227.FBpp0079093
NOG08891:	7165.AGAP006609-PA 7227.FBpp0288885
NOG08892:	7165.AGAP011800-PA 7227.FBpp0072050
NOG08893:	7165.AGAP007294-PA 7227.FBpp0305795
NOG08894:	7165.AGAP005640-PA 7227.FBpp0074835
NOG08895:	7165.AGAP002735-PA 7227.FBpp0072159
NOG08896:	7165.AGAP005782-PA 7227.FBpp0088029
NOG08897:	7165.AGAP003464-PA 7227.FBpp0297145 7165.AGAP012787-PA
NOG08898:	7165.AGAP012413-PA 7227.FBpp0075807
NOG08899:	7227.FBpp0084714 7165.AGAP011736-PA
NOG08900:	7227.FBpp0072117 7165.AGAP001744-PA
NOG08901:	7227.FBpp0304737 7165.AGAP001754-PA
NOG08902:	7165.AGAP008925-PA 7227.FBpp0083581
NOG08903:	7165.AGAP011954-PC 7227.FBpp0288978
NOG08904:	7227.FBpp0100163 7165.AGAP009590-PA
NOG08905:	7227.FBpp0304260 7165.AGAP007406-PA
NOG08906:	7227.FBpp0305584 7165.AGAP011324-PA
NOG08907:	7165.AGAP009438-PA 7227.FBpp0077998
NOG08908:	7227.FBpp0289682 7165.AGAP006166-PA
NOG08909:	7227.FBpp0111917 7165.AGAP008228-PB
NOG08910:	7165.AGAP003821-PA 7227.FBpp0086664
NOG08911:	7227.FBpp0085427 7165.AGAP006171-PA
NOG08912:	7227.FBpp0074458 7165.AGAP001035-PA
NOG08914:	7165.AGAP003661-PB 7227.FBpp0084796
NOG08915:	7227.FBpp0085006 7227.FBpp0084990 7165.AGAP004054-PA 7165.AGAP008487-PA
NOG08916:	7227.FBpp0075751 7165.AGAP005429-PA
NOG08917:	7227.FBpp0082011 7165.AGAP011670-PA
NOG08918:	7227.FBpp0071497 7165.AGAP010755-PA
NOG08919:	7227.FBpp0079474 7227.FBpp0304781 7165.AGAP010130-PA
NOG08920:	7165.AGAP005390-PA 7227.FBpp0072462
NOG08921:	7227.FBpp0305499 7165.AGAP002807-PB
NOG08922:	7227.FBpp0078118 7165.AGAP012219-PA
NOG08923:	7227.FBpp0086050 7165.AGAP005742-PA
NOG08924:	7227.FBpp0075260 7165.AGAP011587-PA
NOG08925:	7227.FBpp0290929 7165.AGAP001820-PA
NOG08926:	7165.AGAP010592-PA 7227.FBpp0088441
NOG08927:	7227.FBpp0081285 7165.AGAP004675-PB
NOG08928:	7165.AGAP004224-PA 7227.FBpp0084131
NOG08929:	7165.AGAP008723-PA 7227.FBpp0081004
NOG08930:	7165.AGAP008904-PA 7227.FBpp0301687
NOG08931:	7227.FBpp0076269 7165.AGAP005622-PA
NOG08932:	7165.AGAP008749-PA 7227.FBpp0080019
NOG08933:	7227.FBpp0083039 7165.AGAP009571-PA
NOG08934:	7227.FBpp0303415 7165.AGAP000484-PA
NOG08935:	7227.FBpp0074447 7165.AGAP000422-PA
NOG08936:	7165.AGAP004598-PA 7227.FBpp0084759
NOG08937:	7165.AGAP011173-PA 7227.FBpp0085717
NOG08938:	7227.FBpp0075044 7165.AGAP006654-PA
NOG08939:	7227.FBpp0087645 7165.AGAP005130-PA
NOG08940:	7165.AGAP000943-PE 7227.FBpp0304104
NOG08941:	7227.FBpp0087354 7165.AGAP011824-PA 7227.FBpp0087356 7227.FBpp0087406
NOG08942:	7165.AGAP009734-PA 7227.FBpp0079060
NOG08943:	7165.AGAP009004-PA 7227.FBpp0078971
NOG08944:	7227.FBpp0078649 7165.AGAP001813-PA
NOG08945:	7227.FBpp0086845 7165.AGAP010428-PA
NOG08946:	7165.AGAP007108-PA 7227.FBpp0072662
